"category","product_name","brand","price","stock","origin","general_description","shipping_infor","guarantee_details","image_url","Matierial","Style"
"Kính cận","Exfash Nữ – Gọng kính Nhựa – Exfash EF12451_C1","Exfash","480.000VND","181","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-exfash-ef12451-c1-chinh-hang-1.jpg","Nhựa","Tròn"
"Kính cận","Exfash Nữ – Gọng kính Nhựa – Mã EF90451_503","Exfash","780.000VND","178","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EXFASH-EF90451_503-2.jpg","Nhựa","Tròn"
"Kính cận","Exfash Trẻ Em – Gọng kính Nhựa – Mã EF42442_C6","Exfash","680.000VND","128","Ý","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/05/mat-kinh-exfash-ef60141-759-chinh-hang-100-1.jpg","Nhựa","Vuông"
"Kính cận","Exfash Trẻ Em – Gọng kính Nhựa – Mã EF60141_759","Exfash","460.000VND","142","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/05/mat-kinh-exfash-ef42442-c6-chinh-hang-100-2.jpg","Nhựa","Oval"
"Kính cận","Exfash Unisex – Gọng kính Kim loại – EF71564_582","Exfash","800.000VND","170","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-exfash-ef71564-582-chinh-hang-1.jpg","Kim loại","Tròn"
"Kính cận","Exfash Unisex – Gọng kính Nhựa – Mã EF90411_162","Exfash","480.000VND","141","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EXFASH-EF93470_695-2.jpg","Nhựa","Vuông"
"Kính cận","Exfash Unisex – Gọng kính Nhựa – Mã EF90450_155","Exfash","780.000VND","113","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EXFASH-EF99455_282-2.jpg","Nhựa","Vuông"
"Kính cận","Exfash Unisex – Gọng kính Nhựa – Mã EF93470_695","Exfash","780.000VND","145","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EXFASH-EF90411_162-2.jpg","Nhựa","Vuông"
"Kính cận","Exfash Unisex – Gọng kính Nhựa – Mã EF99455_282","Exfash","780.000VND","123","Hàn Quốc","Exfash là thương hiệu thời trang mang tinh thần hiện đại, được tạo nên từ khát vọng tôn vinh phong cách và cá tính của người Việt. Mỗi thiết kế của Exfash là sự kết hợp giữa xu hướng quốc tế và dấu ấn bản địa, thể hiện sự sáng tạo và tinh tế trong từng chi tiết. Exfash không chỉ là trang phục, mà còn là tuyên ngôn phong cách dành cho những ai dám khác biệt và tự tin thể hiện bản thân.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EXFASH-EF90450_155-2.jpg","Nhựa","Vuông"
"Kính cận","Eyes Cloud Trẻ Em – Gọng kính nhựa Ultem – EM201C04","Eyes","2.250.000VND","195","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-eyes-cloud-em202c04-100-chinh-hang-1.jpg","Nhựa","Oval"
"Kính cận","Eyes Cloud Trẻ Em – Gọng kính nhựa Ultem – EM202C04","Eyes","2.250.000VND","149","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/07/mat-kinh-eyes-cloud-em201c04-100-chinh-hang-1.jpg","Nhựa","Oval"
"Kính cận","EyesCloud Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU20 C02","EyesCloud","2.700.000VND","165","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU20-C02-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU17 C01","EyesCloud","2.700.000VND","124","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU17-C01-2.jpg","Kim loại","Vuông"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU17 C04","EyesCloud","2.700.000VND","141","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU17-C04-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU18 C03","EyesCloud","2.700.000VND","117","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU18-C03-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU18 C04","EyesCloud","2.700.000VND","119","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU18-C04-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU19 C03","EyesCloud","2.700.000VND","131","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU19-C03-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Kim loại – Khung viền Nhựa – Mã EU20 C04","EyesCloud","2.700.000VND","190","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU20-C04-2.jpg","Kim loại","Oval"
"Kính cận","EyesCloud Urban Unisex – Gọng kính Titan – Khung viền Nhựa – Mã EU18 C02","EyesCloud","2.700.000VND","188","Nhật Bản","Eyes là thương hiệu kính mắt mang tinh thần tối giản và hiện đại, hướng đến việc tôn vinh vẻ đẹp tự nhiên của ánh nhìn. Mỗi thiết kế của Eyes được tạo nên từ sự chỉn chu trong từng chi tiết, kết hợp giữa tính thẩm mỹ và trải nghiệm sử dụng. Eyes không chỉ là kính mắt, mà là điểm nhấn giúp mỗi người tự tin thể hiện cá tính và phong cách riêng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/EYESCLOUD-EU18-C02-2.jpg","Titan","Oval"
"Kính cận","Furla Nữ – Gọng kính Nhựa – Mã VFU679V_0909","Furla","3.700.000VND","197","Ý","Được đặt một cách khéo léo trên bản lề của gọng kính, logo Furla không chỉ là điểm nhấn tinh tế mà còn mang một ý nghĩa sâu sắc. Vị trí này vừa đủ nổi bật để gây ấn tượng với người đối diện, vừa đủ tinh giản để không làm rối mắt, giữ nguyên vẻ thanh lịch của toàn bộ thiết kế.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/FURLA-VFU679V_700Y-2.jpg","Nhựa","Mắt mèo"
"Kính cận","Furla Nữ – Gọng kính Nhựa – Mã VFU679V_700Y","Furla","3.700.000VND","197","Ý","Được đặt một cách khéo léo trên bản lề của gọng kính, logo Furla không chỉ là điểm nhấn tinh tế mà còn mang một ý nghĩa sâu sắc. Vị trí này vừa đủ nổi bật để gây ấn tượng với người đối diện, vừa đủ tinh giản để không làm rối mắt, giữ nguyên vẻ thanh lịch của toàn bộ thiết kế.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/FURLA-VFU679V_0909-2.jpg","Nhựa","Mắt mèo"
"Kính cận","Furla Nữ – Gọng kính Nhựa bọc kim loại – Mã VFU641V_0838","Furla","3.800.000VND","125","Ý","Được đặt một cách khéo léo trên bản lề của gọng kính, logo Furla không chỉ là điểm nhấn tinh tế mà còn mang một ý nghĩa sâu sắc. Vị trí này vừa đủ nổi bật để gây ấn tượng với người đối diện, vừa đủ tinh giản để không làm rối mắt, giữ nguyên vẻ thanh lịch của toàn bộ thiết kế.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%201199%201199%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E","Nhựa","Mắt mèo"
"Kính cận","Furla Nữ – Gọng kính Titan – Mã VFU645J_0301","Furla","3.900.000VND","178","Ý","Được đặt một cách khéo léo trên bản lề của gọng kính, logo Furla không chỉ là điểm nhấn tinh tế mà còn mang một ý nghĩa sâu sắc. Vị trí này vừa đủ nổi bật để gây ấn tượng với người đối diện, vừa đủ tinh giản để không làm rối mắt, giữ nguyên vẻ thanh lịch của toàn bộ thiết kế.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%201199%201199%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E","Titan","Mắt mèo"
"Kính cận","Gucci Nam – Gọng kính Kim loại – Mã GG1355OA_54_003","Gucci","13.200.000VND","166","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/GUCCI-GG1355OA_54_003-2.jpg","Kim loại","Vuông"
"Kính cận","Gucci Nam – Gọng kính Kim loại, Nhựa – Mã GG1606OK_52_002","Gucci","23.900.000VND","146","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","data:image/svg+xml,%3Csvg%20viewBox%3D%220%200%20900%20900%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%3C%2Fsvg%3E","Kim loại","Vuông"
"Kính cận","Gucci Unisex – Gọng kính Nhựa – Mã GG1157O_51_005","Gucci","11.900.000VND","178","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/03/Gong-kinh-gucci-gg1157o-51-005-ava.jpg","Nhựa","Vuông"
"Kính cận","Gucci Unisex – Gọng kính Nhựa, Kim loại – Mã GG1277OA_52_001","Gucci","10.950.000VND","111","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/09/mat-kinh-gucci-gg1277oa-52-002-chinh-hang-100-1.jpg","Nhựa","Oval"
"Kính cận","Gucci Unisex – Gọng kính Nhựa, Kim loại – Mã GG1277OA_52_002","Gucci","10.950.000VND","114","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/09/mat-kinh-gucci-gg1277oa-52-001-chinh-hang-100-1.jpg","Nhựa","Oval"
"Kính cận","Gucci Unisex – Gọng kính Thép không gỉ – Mã GG1144O_54_002","Gucci","11.900.000VND","200","Ý","Logo GG cách tân là dấu ấn nhận diện nổi bật của Gucci, được khắc tinh xảo trên gọng kính, tạo nên sự khác biệt rõ rệt. Thiết kế hai chữ G đối xứng mang phong cách hiện đại, vừa tinh tế vừa thể hiện đẳng cấp sang trọng của thương hiệu. Việc khắc logo trên đệm mũi silicon còn giúp tăng khả năng nhận diện và phân biệt với sản phẩm kém chất lượng.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/11/mat-kinh-gucci-gg1144o-54-002-chinh-hang-1.jpg","Kim loại","Vuông"
"Kính cận","Molsion Unisex – Gọng kim loại – nhựa – Mã MJ5098_B10.C","Molsion","2.580.000VND","146","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ5098_B10.C-2.jpg","Kim loại","Oval"
"Kính cận","Molsion Unisex – Gọng kim loại – nhựa – Mã MJ6131_B10.C","Molsion","2.580.000VND","130","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ6131_B10.C-2.jpg","Kim loại","Oval"
"Kính cận","Molsion Unisex – Gọng kim loại – nhựa – Mã MJ7272_B11.C","Molsion","2.580.000VND","112","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ7272_B11.C-2.jpg","Kim loại","Tròn"
"Kính cận","Molsion Unisex – Gọng kim loại – nhựa – Mã MJ7272_B15.C","Molsion","2.580.000VND","126","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ7272_B15.C-2.jpg","Kim loại","Tròn"
"Kính cận","Molsion Unisex – Gọng nhựa – Mã MJ3068_B10.C","Molsion","2.580.000VND","182","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ3068_B10.C-2.jpg","Nhựa","Tròn"
"Kính cận","Molsion Unisex – Gọng nhựa – Mã MJ5096_B12.C","Molsion","2.580.000VND","157","Pháp","Molsion là điểm nhấn nhận diện đặc trưng, được chạm khắc tinh tế trên gọng kính, thể hiện tinh thần trẻ trung và thời thượng của thương hiệu. Thiết kế logo mang phong cách hiện đại, gọn gàng nhưng vẫn đủ nổi bật để thu hút ánh nhìn. Việc đặt logo ở những chi tiết tinh xảo còn giúp tăng tính nhận diện và khẳng định chất lượng chính hãng của Molsion.","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2023/11/MOLSION-MJ5096_B12.C-2.jpg","Nhựa","Tròn"
"Kính cận","Montblanc Nam – Gọng kính Kim loại – Chống tia UV – Mã MB0236SK_60_003","Montblanc","14.900.000VND","115","Ý","Mỗi chiếc mắt kính Montblanc tạo ra đều thể hiện sự xuất sắc và sự tận tụy của các nghệ nhân lành nghề. Với sự tôn trọng đối với truyền thống và sáng tạo, Montblanc đã trở thành biểu tượng của phong cách và đẳng cấp trong thế thới thời trang và phụ kiện xa xỉ","Giao hàng từ 2–5 ngày tùy khu vực. Hỗ trợ đổi trả trong vòng 30 ngày.","1 năm","https://kinhhaitrieu.com/wp-content/uploads/2024/09/mat-kinh-montblanc-mb0245o-56-004-chinh-hang-100-1.jpg","Kim loại","Oval"
